model,mae,rmse,mean_predictive_std,avg_prob_over_3.5,avg_prob_over_4.5,avg_prob_over_5.5,avg_prob_over_6.5
bayesian_neural_network,1.579587459564209,1.9914249531528716,0.40879908204078674,0.7601336093338351,0.5444222807677832,0.29994166353029733,0.12217538577342868
